Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
1071,3207,1253.16,5,0,2,1,2,1,2
1133,3403,7272.05,5,0,7,4,3,0,0
2519,4845,6475.9,6,2,6,4,4,1,7
4500,2388,9472.56,5,4,0,1,0,0,0
1991,223,428.96,0,1,4,3,7,0,1
4051,4615,6572.54,2,5,3,5,0,0,0
3016,3875,9079.18,0,5,2,1,2,1,7
4784,4753,2630.86,2,4,4,0,3,0,1
1735,116,6298.49,6,4,6,6,1,1,3
2932,3428,7816.53,2,6,0,7,7,0,0
26,3171,9095.62,3,3,4,4,2,1,2
997,2017,6273.05,2,5,6,5,2,1,6
2361,4162,5782.94,4,4,6,7,2,1,3
289,1454,947.05,5,7,2,0,7,0,0
2731,935,7991.54,6,5,2,6,4,1,7
2019,360,2116.06,6,5,1,0,2,1,7
3234,1570,6851.68,1,6,0,3,5,0,1
667,2484,1227.28,3,3,6,4,2,1,2
905,298,6717.79,2,5,2,5,7,0,0
2717,3992,4497.36,7,5,1,5,3,0,1
4420,2504,2951.98,6,5,0,1,6,0,1
4725,21,2827.26,4,3,5,0,4,1,6
4299,1956,7461.49,6,6,6,0,7,0,0
1606,1215,2918.87,5,3,6,7,0,0,0
4072,2690,2938.25,6,2,1,2,1,1,3
1397,4666,4142.03,4,3,1,4,1,1,4
1227,311,5281.78,4,5,7,2,1,1,6
4263,4585,5083.42,3,5,0,6,2,1,7
3860,2084,2330.76,7,4,1,7,0,0,0
2047,2345,3538.34,6,4,0,6,0,0,0
4741,1002,1695.32,0,6,0,5,0,0,1
491,2329,3693.72,1,5,5,0,4,1,2
4498,4650,1401.39,3,3,0,6,1,1,6
4356,727,524.64,0,1,1,6,6,0,1
2951,1017,5123.26,0,0,4,6,7,0,1
2577,1311,1379.63,1,1,3,2,6,0,1
2448,278,1570.09,2,5,4,4,1,1,3
2036,1624,6734.4,5,0,1,1,7,0,1
2306,2140,8369.01,7,5,2,5,1,1,5
4944,4841,1137.97,4,0,5,4,0,0,1
2356,236,4107.54,5,4,4,3,7,0,0
3910,4895,8215.81,6,2,3,2,4,1,3
4619,1882,378.15,5,7,4,7,5,0,1
678,3178,9663.46,5,7,4,7,6,0,0
2945,191,4339.75,5,7,1,4,7,0,0
3168,1152,5860.56,7,5,7,0,1,1,2
4968,1937,2235.78,0,4,6,5,7,0,1
2016,2535,644.26,1,3,0,0,0,0,0
4064,2261,4510.2,4,1,7,2,4,1,2
2213,1321,8304.54,7,0,5,3,6,0,0
2087,4164,9786.18,2,7,2,7,6,0,0
960,565,9498.1,7,3,0,1,2,1,6
4564,1558,7191.0,7,6,2,2,1,1,5
745,467,6069.19,1,3,5,2,5,0,1
2270,1477,9853.72,2,6,3,5,2,1,6
2651,3883,5619.74,0,5,6,1,1,1,6
1826,1637,9503.01,3,3,6,6,7,0,1
3187,4047,9199.28,2,0,2,6,7,0,1
3551,369,9962.75,0,7,1,0,7,0,0
775,291,6166.77,1,6,7,3,1,1,2
1607,2741,4473.63,0,0,6,1,5,0,0
3826,4661,2155.65,3,3,2,7,6,0,1
2408,3790,8033.89,5,6,7,7,3,0,0
242,470,6735.32,4,0,6,2,7,0,0
2870,3561,9416.0,7,1,0,5,6,0,1
1776,1595,5207.96,2,0,2,2,4,1,7
1331,4632,2983.66,4,4,7,7,7,0,1
1124,2272,454.12,2,3,7,6,5,0,1
1843,4975,4410.27,6,3,2,4,6,0,0
2782,1512,7951.35,0,2,4,0,1,1,5
1427,3262,1232.23,3,5,6,5,2,1,2
621,3149,8214.33,2,2,1,3,0,0,0
3512,2078,1711.61,3,1,4,0,7,0,0
2080,4175,3878.0,7,7,2,5,3,0,1
3082,3471,7032.46,7,5,3,0,1,1,5
4348,4274,4308.55,1,0,5,2,1,1,6
493,1620,9274.6,7,0,5,1,7,0,0
181,611,3686.71,7,0,7,0,7,0,1
981,4098,9028.96,7,5,3,7,6,0,1
2518,4889,9365.2,7,0,0,1,6,0,1
1499,3711,2724.78,1,3,5,5,0,0,0
3915,4881,1422.16,2,3,7,4,5,0,0
1051,3053,415.67,2,1,0,2,5,0,1
3916,171,9883.67,2,5,0,1,3,0,0
1483,2415,6665.97,0,2,3,6,6,0,0
4135,3578,8968.63,5,5,3,0,5,0,0
1496,1905,71.77,2,5,5,3,7,0,0
294,1597,8239.06,5,5,2,6,2,1,5
1601,4884,2189.95,7,4,5,4,3,0,1
3432,4112,9993.54,1,1,5,5,7,0,0
3090,1094,2661.4,4,0,2,2,5,0,1
4967,1911,1570.4,1,6,5,7,4,1,2
4429,142,5825.81,7,4,1,0,4,1,7
4808,1687,7534.2,7,3,0,2,7,0,0
2004,4391,3428.31,3,0,2,0,6,0,0
910,4236,2734.52,0,3,3,6,0,0,0
2972,4314,8093.55,5,7,3,0,4,1,5
4585,2998,3645.05,7,6,1,5,5,0,0
3891,3758,68.91,5,4,2,2,7,0,1
645,2296,4849.13,7,4,6,7,5,0,0
2368,2438,4418.83,5,5,2,3,5,0,0
4326,2344,4537.79,5,1,6,7,5,0,1
2501,2202,5401.66,2,2,4,1,0,0,1
4858,3437,2593.37,1,5,7,0,3,0,1
1985,1676,7881.82,4,5,6,1,5,0,1
835,2210,6805.66,7,6,7,1,0,0,0
2135,3675,8052.67,5,4,0,4,0,0,0
2447,1740,4688.37,4,3,6,3,3,0,1
3729,1320,2318.65,0,0,3,5,1,1,5
1647,1867,4435.97,7,0,6,1,4,1,3
4180,1575,5785.17,5,4,6,2,2,1,7
1519,2483,1587.84,4,3,2,1,3,0,1
3110,4445,3252.76,5,5,3,7,3,0,0
1136,3342,3942.02,2,6,7,6,5,0,1
3062,3415,9534.49,4,2,7,1,1,1,7
4406,1661,6058.98,6,2,3,7,3,0,1
88,2307,1732.21,3,0,3,3,2,1,6
3391,3179,5561.41,2,1,0,0,3,0,1
3882,3143,4081.19,7,5,1,5,2,1,6
4235,2434,4453.59,4,5,4,6,5,0,1
1542,4767,2457.64,6,7,0,0,2,1,2
378,484,9976.19,6,3,2,6,1,1,4
445,2817,9645.51,0,4,0,7,0,0,0
4246,1507,4301.72,1,4,0,7,7,0,1
2284,852,686.9,6,3,2,6,7,0,0
669,687,5698.73,4,0,1,0,1,1,4
4814,2065,9268.66,5,3,1,1,3,0,1
170,2381,673.42,1,3,0,2,7,0,0
3375,555,598.5,6,0,4,7,3,0,1
1576,1337,7415.59,7,1,1,3,4,1,5
1187,283,1677.87,1,5,3,2,4,1,5
2759,4626,4360.24,0,7,3,3,5,0,0
2397,2614,5064.11,0,7,6,5,1,1,4
1845,3192,4342.62,6,1,5,5,2,1,5
4467,4978,7755.58,6,6,6,5,6,0,1
457,2141,7182.03,5,1,2,5,7,0,1
3983,4158,3887.83,3,0,0,4,2,1,5
519,2796,7200.58,0,3,6,1,3,0,0
4848,1663,2131.09,2,7,4,2,3,0,1
2528,2609,5914.33,4,2,2,5,1,1,6
4682,2517,2010.24,6,4,7,4,1,1,6
11,4532,4396.65,1,0,2,2,2,1,5
2223,1449,8876.22,5,1,7,3,3,0,1
2659,2604,8154.56,5,5,1,0,4,1,3
40,1812,9351.53,5,6,6,5,4,1,5
3413,4431,4091.4,7,0,0,3,0,0,0
3928,1167,9243.47,6,7,7,3,7,0,0
136,1719,2910.71,2,3,4,4,7,0,1
1676,3900,6019.33,3,7,0,1,0,0,0
992,3529,9565.93,1,3,6,5,1,1,6
2334,196,8816.54,6,6,6,2,6,0,1
465,3784,9199.57,5,2,2,1,4,1,6
4174,468,3673.5,7,1,5,4,2,1,2
3960,3271,5497.96,5,6,7,5,2,1,5
4614,1943,410.21,5,1,1,5,6,0,0
363,4734,4580.01,3,1,4,3,7,0,0
3286,1391,2079.74,1,6,1,4,1,1,2
149,4723,8038.08,1,4,0,2,1,1,5
1924,4953,156.02,2,6,1,4,0,0,1
2212,620,3649.65,6,3,0,3,1,1,2
2829,1608,7458.63,4,0,5,2,7,0,1
4909,2879,9950.54,4,2,6,2,7,0,1
3840,1611,6381.43,7,7,0,0,1,1,7
1609,381,542.76,0,5,6,3,6,0,0
1873,3910,2166.42,1,6,4,7,2,1,6
3371,3677,4199.17,7,5,4,1,2,1,7
1858,4647,3739.56,5,4,1,7,0,0,1
1953,1760,8611.8,2,3,4,3,7,0,1
2289,1986,4507.4,1,1,4,7,5,0,0
3528,228,3735.59,6,5,5,0,5,0,1
485,2658,5035.41,7,1,2,1,7,0,0
2535,1402,8132.53,5,0,6,5,7,0,1
4430,4709,4292.87,6,3,1,3,0,0,0
3313,1199,693.42,3,6,2,5,0,0,0
2110,408,6046.37,2,2,4,7,1,1,3
2682,471,3602.17,0,3,6,5,3,0,0
2032,128,1401.67,7,5,0,6,2,1,2
2722,1863,4961.69,1,1,3,7,1,1,2
551,3175,9630.17,6,0,4,6,4,1,3
2081,2993,7382.21,4,5,3,3,4,1,5
4278,1797,5222.35,3,2,3,3,2,1,4
1466,4006,2205.27,1,4,4,5,6,0,0
1312,570,8310.72,6,1,2,0,5,0,1
4316,803,2151.26,2,3,7,7,2,1,3
251,1843,4412.13,6,7,2,4,7,0,1
4464,1465,8627.12,2,6,5,6,5,0,1
3943,4118,1816.84,3,5,2,2,3,0,0
2236,697,1973.83,1,3,2,3,6,0,1
3778,1675,8713.3,6,6,7,5,4,1,2
3911,3414,264.66,7,7,6,2,7,0,0
3510,1238,8873.17,7,1,4,7,0,0,0
4216,2001,3073.42,7,4,6,6,2,1,2
2128,3587,8498.91,4,6,7,3,2,1,7
755,4861,2747.47,0,2,4,1,4,1,5
3835,3659,9392.68,5,6,0,2,2,1,7
1033,770,4641.41,0,0,0,1,3,0,1
528,4595,8137.98,5,4,1,2,2,1,2
1474,4700,332.61,6,1,7,5,7,0,1
1538,1396,8016.42,5,1,7,4,3,0,0
1530,486,9904.67,0,4,1,6,0,0,0
4057,2287,5183.52,2,7,5,4,5,0,0
812,2979,1271.84,1,4,1,1,7,0,1
2286,63,9980.5,6,1,1,7,7,0,1
904,1170,1465.6,4,6,7,7,4,1,6
2176,624,9366.33,7,5,3,2,3,0,1
3697,2160,5663.24,7,4,4,0,3,0,1
1505,3865,5576.9,6,0,0,3,1,1,2
685,4575,2249.67,1,7,3,4,0,0,0
2403,3036,4022.7,3,3,2,5,6,0,0
2458,345,1909.36,2,0,5,0,0,0,0
3951,1546,9570.19,7,3,1,4,3,0,0
2392,4501,2151.13,1,6,5,7,4,1,3
1849,2240,124.86,1,1,4,2,5,0,1
1903,4648,3779.71,6,5,1,2,3,0,0
3181,2106,9029.75,7,0,5,4,0,0,0
1416,3933,2474.59,3,2,2,1,3,0,0
3520,2067,3105.92,5,0,2,0,0,0,0
2137,2231,2819.42,3,7,6,2,3,0,1
682,2292,3311.17,5,0,7,7,5,0,1
3721,1990,8935.89,4,6,0,6,5,0,0
4222,4298,6800.22,3,5,1,2,0,0,1
1228,2069,4559.03,3,3,3,1,7,0,1
2314,1478,9483.78,7,4,6,1,0,0,0
652,405,3186.45,7,3,2,0,2,1,6
1368,130,22.56,4,1,7,4,2,1,2
4360,1837,2912.89,2,5,0,4,3,0,1
1799,260,3562.78,0,7,7,0,7,0,1
1340,248,8625.76,2,7,3,5,7,0,0
4503,3633,3211.83,7,5,4,7,5,0,1
2985,2185,1131.67,0,4,5,6,5,0,0
4083,2130,6163.63,6,7,5,3,1,1,6
2208,1168,6302.79,0,0,1,0,6,0,1
368,4339,7537.42,2,4,4,5,0,0,0
885,2395,672.85,2,0,7,3,6,0,0
1552,703,8328.19,0,6,3,3,2,1,3
1960,4606,1508.69,3,3,0,3,2,1,4
2923,4931,632.05,7,6,5,4,7,0,0
2465,1851,2544.95,0,7,5,5,5,0,1
3711,4619,9245.04,6,6,1,3,3,0,1
218,804,9136.94,7,6,2,3,6,0,1
2071,4847,8147.64,7,7,3,1,1,1,2
1036,3601,5946.59,2,3,3,5,3,0,1
4664,4042,5060.4,7,5,0,5,3,0,0
4357,410,1022.34,0,0,0,3,3,0,1
4031,3615,4914.41,5,4,5,4,1,1,7
772,4280,3307.98,4,6,3,3,0,0,0
4859,2816,7737.33,0,3,6,2,0,0,1
1783,3045,8740.25,5,5,1,1,2,1,2
3529,1856,5835.1,5,4,4,6,7,0,0
534,3654,3120.22,0,5,6,7,3,0,1
638,1883,9473.98,0,3,1,6,3,0,0
1357,1831,587.95,4,6,2,2,4,1,2
3079,2876,5741.96,1,7,0,5,6,0,1
1354,3095,5981.87,1,3,0,5,6,0,1
1173,2910,9527.45,0,6,0,1,4,1,7
4469,4782,4299.55,2,1,6,0,7,0,1
2197,822,8616.31,7,2,4,5,2,1,3
4328,3869,9063.9,4,4,2,2,4,1,7
4149,4599,7078.11,1,0,3,1,4,1,3
4402,354,4495.57,6,4,6,3,4,1,3
3794,4315,4625.6,7,5,3,7,6,0,1
2797,1554,1198.57,2,1,2,2,5,0,1
3669,2674,859.43,5,1,1,1,5,0,0
1870,2120,9519.6,0,7,7,3,5,0,1
1649,3555,3275.2,5,1,7,7,3,0,1
186,798,7926.2,3,1,3,2,6,0,0
3233,3408,416.31,6,3,0,2,4,1,2
4620,270,2391.85,6,4,4,2,0,0,1
1444,4589,2118.02,4,7,3,4,6,0,0
728,1653,8107.77,3,1,7,7,1,1,5
1923,715,5398.85,6,4,1,3,7,0,1
2209,379,7473.07,5,4,6,1,5,0,1
3320,4481,7946.33,0,7,5,2,5,0,1
1208,2168,8598.67,7,5,4,7,3,0,0
3515,185,86.63,0,7,1,1,0,0,1
3858,1670,1108.46,3,3,2,2,0,0,1
1669,11,6672.52,5,6,6,1,5,0,1
475,1811,621.19,2,3,1,2,1,1,6
2288,3888,9526.44,0,2,1,7,5,0,0
131,2070,4733.04,1,1,5,2,5,0,1
3638,4038,3865.36,5,3,1,1,0,0,1
3063,2771,868.92,3,4,4,0,1,1,2
3927,1076,8452.88,0,2,6,3,3,0,0
162,1725,7009.12,7,4,1,6,3,0,1
1750,1315,7126.14,4,0,6,7,0,0,0
4106,1975,4884.92,4,5,3,2,0,0,1
3174,3421,7255.6,1,1,7,4,5,0,0
1752,591,6155.6,2,0,7,3,6,0,1
4240,1544,5177.58,0,6,0,1,7,0,0
1406,1891,3630.04,1,4,5,4,1,1,5
353,939,7008.98,6,3,4,0,4,1,3
764,4153,4180.75,4,1,4,2,3,0,0
4774,1105,6517.2,4,4,7,6,6,0,1
4403,637,2657.28,3,4,1,2,0,0,1
761,3082,3279.48,5,4,3,7,4,1,4
3446,2459,7188.15,4,6,7,5,0,0,0
4399,2818,9486.35,1,4,3,4,2,1,6
2321,948,7012.08,3,4,1,2,0,0,0
4481,3749,8833.85,7,1,3,3,1,1,5
867,2466,7062.27,4,6,2,3,1,1,2
4364,24,5867.98,2,3,2,6,1,1,4
1917,695,8430.98,2,4,2,7,6,0,0
1087,3775,377.52,2,7,7,4,0,0,0
4579,2428,3961.82,5,1,0,3,5,0,0
1475,1828,9947.65,1,5,7,2,4,1,5
3689,2276,3340.33,2,4,4,4,3,0,1
1462,244,7103.26,5,7,2,2,1,1,7
2059,3681,4104.71,4,4,6,4,1,1,5
3435,4822,4899.77,0,4,6,6,2,1,5
4071,1498,1794.75,4,7,0,0,7,0,0
4636,2471,8355.93,0,0,1,5,5,0,1
3218,2629,4317.53,0,0,4,0,7,0,0
3949,625,295.82,5,5,1,5,7,0,0
1936,4743,2709.24,7,6,3,3,7,0,0
2355,751,8642.32,1,4,2,5,0,0,1
3854,1959,9449.96,0,7,2,4,4,1,5
2884,3420,9421.81,7,5,6,4,0,0,0
3176,342,1773.25,5,3,7,7,6,0,1
4291,2795,5903.33,1,1,3,0,1,1,6
328,1078,6421.86,6,3,4,5,1,1,7
3381,3277,1283.16,5,5,3,0,1,1,7
3517,20,8581.05,4,5,0,0,3,0,1
1913,533,6115.52,7,0,5,3,2,1,7
3382,2887,723.56,1,5,1,3,3,0,0
3277,2677,6412.32,1,5,1,4,6,0,1
3052,1587,3492.96,7,7,6,2,7,0,1
3061,3049,9196.94,0,7,7,4,2,1,4
3070,983,8191.44,2,7,5,1,2,1,6
1625,3853,4883.37,1,6,5,0,7,0,0
3421,234,3545.57,1,2,2,3,2,1,3
1374,1249,8639.85,7,4,3,3,3,0,0
1158,3569,6841.63,5,4,0,1,2,1,7
2689,1520,4864.84,0,6,1,4,5,0,1
2244,1240,1497.38,0,0,5,1,2,1,2
155,1363,1044.3,0,6,6,3,5,0,1
442,1830,8495.8,5,5,6,0,6,0,1
593,1141,2788.76,6,7,0,1,5,0,1
2477,3685,5316.21,4,1,2,3,2,1,5
3837,465,4345.45,6,6,6,5,3,0,1
3790,855,4671.72,5,1,3,6,4,1,6
1868,588,7828.8,3,7,3,7,6,0,1
2831,2340,5322.9,2,7,2,7,4,1,5
3373,125,8571.12,6,6,4,7,0,0,1
3049,2783,581.69,7,3,0,0,0,0,0
1303,4014,8587.87,2,3,1,3,4,1,4
2920,3714,3272.39,2,7,7,7,5,0,1
3996,4651,9323.3,6,0,4,7,2,1,5
2495,4149,1895.17,0,1,4,1,6,0,0
322,4157,6385.01,6,7,1,3,6,0,1
1742,3208,1435.38,6,0,4,1,5,0,1
3338,1234,2879.57,2,3,0,5,0,0,1
2601,4989,437.6,2,5,1,6,2,1,5
1007,1443,1002.27,7,1,2,1,7,0,0
779,421,5004.14,0,5,5,7,3,0,0
4586,3760,1336.64,7,0,5,2,2,1,2
1215,212,8365.6,5,6,7,4,0,0,0
3678,1729,1346.37,6,2,4,4,0,0,0
2129,1686,6943.34,1,3,3,2,6,0,1
3992,4269,9782.7,7,0,0,7,0,0,0
3229,3750,4009.11,1,5,2,4,7,0,1
2957,3404,8546.51,2,2,1,0,1,1,5
1353,4204,3298.59,1,1,7,1,5,0,1
713,857,9173.81,6,7,6,0,7,0,1
4186,1894,7746.54,3,7,7,4,7,0,0
277,897,1202.84,1,7,2,7,4,1,3
4964,1464,4720.45,3,7,6,7,2,1,4
3475,3737,9239.11,3,6,1,0,5,0,0
2716,3773,9799.11,3,3,1,0,4,1,3
3009,4302,6315.06,6,2,2,6,5,0,1
3129,3383,9566.55,0,7,1,5,6,0,0
1458,4393,6098.37,4,3,4,3,2,1,5
4906,1173,7260.11,1,4,7,5,1,1,3
967,105,1694.62,4,0,7,0,6,0,1
3974,1909,4771.31,6,4,1,7,0,0,1
3799,226,8602.6,2,0,4,0,6,0,1
1190,1474,4352.6,2,5,7,4,4,1,4
4283,2521,7834.99,2,1,7,4,3,0,1
2653,4007,4691.67,0,3,1,1,7,0,0
1132,526,8759.44,1,5,0,3,4,1,6
1026,639,4049.12,1,6,2,7,0,0,1
1491,3618,5247.1,7,6,1,6,2,1,5
3246,2720,8597.0,5,0,2,5,5,0,1
515,3465,1276.65,6,1,4,4,7,0,0
2156,3158,8138.42,1,2,6,0,4,1,4
3614,1702,5622.85,6,0,7,2,2,1,2
4823,2051,6861.29,6,0,0,6,1,1,5
3108,705,9451.72,2,2,5,7,3,0,1
1681,4144,7109.59,5,0,4,5,2,1,5
4353,3809,1582.18,0,1,3,7,3,0,1
3761,2705,4088.44,5,6,3,3,4,1,6
4788,4399,6522.61,6,7,7,2,0,0,1
2434,3075,4226.47,0,1,2,0,6,0,1
4719,1453,4469.99,2,2,6,2,7,0,0
3672,2224,9195.02,7,0,1,0,0,0,0
1536,4934,8562.87,3,1,7,0,4,1,3
1908,3214,705.67,5,6,2,0,7,0,0
4494,1220,2221.47,3,4,2,0,4,1,5
4145,3643,8012.75,7,1,2,5,5,0,1
3238,3315,9562.1,3,6,2,5,3,0,1
37,998,9951.86,0,0,5,7,1,1,4
3893,3694,7661.14,4,3,0,6,4,1,7
2694,989,1223.24,1,3,2,0,6,0,1
1760,3580,307.81,6,3,6,4,1,1,6
989,2599,8161.09,0,4,6,2,2,1,2
1306,4719,1777.06,1,1,5,1,6,0,1
81,3217,2721.19,7,7,2,7,3,0,1
4703,2145,5998.62,7,4,4,6,6,0,1
2634,2311,4837.55,3,2,0,5,0,0,1
2906,1138,8732.29,6,2,6,4,4,1,2
2069,3923,229.49,7,0,6,1,0,0,1
2149,4092,1084.39,4,0,1,3,7,0,0
4397,1543,3703.33,0,6,5,4,7,0,1
3429,4832,4375.6,3,2,3,5,2,1,5
2532,195,8268.23,1,7,6,3,2,1,4
4683,176,9493.78,4,6,3,1,0,0,1
964,587,3969.47,6,5,2,0,5,0,0
694,504,684.61,1,6,2,5,0,0,1
4847,2938,6312.12,2,7,1,4,6,0,1
4669,731,6961.74,0,7,4,5,1,1,3
4203,1436,841.88,6,6,3,3,5,0,0
4584,1709,6841.39,1,0,1,1,4,1,6
855,1974,6725.69,1,0,7,6,0,0,1
3709,2762,2570.56,5,0,3,6,7,0,0
1737,3738,3602.3,3,4,6,6,2,1,4
1630,2499,8409.93,4,1,4,7,1,1,3
2845,3176,6027.62,4,4,6,3,0,0,0
4421,3105,9521.49,4,7,6,1,0,0,1
102,3530,2028.8,7,6,1,6,4,1,7
4371,878,7612.27,3,2,5,5,3,0,0
2533,2643,7637.76,6,7,1,6,2,1,2
2158,2103,6571.18,5,3,4,6,7,0,0
152,3995,9838.46,4,4,7,3,3,0,1
2014,4241,3876.27,7,4,0,1,0,0,0
4008,525,306.79,0,4,4,6,6,0,0
2819,1827,1531.32,4,2,7,5,2,1,4
487,2716,5428.99,5,7,0,3,7,0,0
1420,456,1241.3,2,6,1,0,7,0,0
3923,4752,7129.49,0,3,0,4,1,1,3
221,2122,4120.19,7,3,6,5,3,0,0
1332,1971,9994.83,3,6,2,4,5,0,1
2647,4784,8402.19,6,1,2,5,6,0,0
4831,2104,3792.96,3,1,4,5,3,0,0
2975,1416,4029.24,4,7,3,0,2,1,6
4390,2182,9849.68,3,1,3,3,3,0,1
2441,740,487.04,6,3,4,7,4,1,5
2216,930,5756.92,4,1,2,3,7,0,0
866,4565,2654.65,0,5,7,1,5,0,1
2133,4195,7417.1,7,7,0,4,6,0,0
3457,2359,1818.81,7,5,5,7,2,1,3
1969,2022,5849.07,3,4,4,2,7,0,0
433,1274,7442.5,4,7,0,5,5,0,0
1894,1375,6570.93,7,0,7,4,6,0,0
673,2125,7373.7,5,6,3,3,4,1,2
3138,2475,8474.95,2,3,2,4,5,0,0
1238,1158,3835.64,3,4,7,1,5,0,1
3072,4453,3215.03,2,0,6,4,2,1,6
180,3556,8600.79,3,1,6,6,2,1,2
4709,145,2317.59,7,6,5,6,6,0,1
2102,4357,4981.41,1,1,2,2,5,0,1
670,2334,1175.89,6,7,4,1,3,0,1
3154,3027,4862.75,2,4,7,7,7,0,1
3564,70,8130.11,5,4,3,3,3,0,1
3046,2880,4263.56,2,5,7,2,0,0,1
1656,3902,4067.64,3,5,6,6,2,1,5
2539,2464,8080.85,3,0,3,6,2,1,7
4914,4760,4785.4,3,3,7,4,3,0,0
770,3607,4101.12,0,2,1,0,7,0,0
4177,1344,2726.12,7,7,6,6,3,0,1
3645,1493,6618.14,3,0,5,6,2,1,6
513,2800,4780.47,5,0,2,6,1,1,2
4531,2757,1876.94,0,3,5,0,5,0,0
4591,530,6507.88,0,7,5,1,4,1,3
4633,2620,3939.57,0,7,4,7,4,1,3
439,1417,4196.97,6,5,4,1,7,0,1
2698,34,7385.22,7,5,2,4,2,1,5
385,4307,2341.99,6,2,7,2,5,0,1
2747,2727,8706.72,4,5,6,5,1,1,4
27,3355,9766.84,6,6,0,4,0,0,0
3083,4687,9051.09,1,3,2,2,3,0,0
637,4418,3878.75,6,4,5,6,7,0,0
1122,793,2336.8,0,1,0,0,3,0,1
60,4828,5264.25,2,6,6,5,3,0,1
2318,2842,8877.71,1,7,2,2,4,1,7
1003,975,6400.57,6,4,2,5,3,0,1
2378,3274,6610.75,6,2,5,0,0,0,0
4488,1422,9405.49,0,3,1,5,5,0,1
374,3004,644.6,3,0,7,2,5,0,1
4610,3368,9806.49,0,6,1,5,0,0,1
4545,3168,396.23,5,4,0,0,7,0,0
30,22,5210.79,4,7,4,7,0,0,0
3025,3553,7078.24,6,6,1,3,7,0,0
4894,602,1185.85,3,6,5,4,3,0,1
901,1754,212.28,5,0,2,7,1,1,6
624,607,3572.09,3,2,3,3,0,0,0
4075,1005,2196.87,3,6,2,3,7,0,0
435,361,1531.18,5,5,2,4,6,0,0
2354,1064,4282.0,2,7,1,0,7,0,1
3673,14,3888.52,2,6,3,4,0,0,1
2489,206,9030.1,7,1,7,4,5,0,0
2992,2754,9518.22,4,3,3,6,2,1,2
3462,815,2668.13,5,7,2,1,2,1,3
3958,4350,536.2,3,7,0,1,2,1,3
4492,3193,26.01,2,5,0,4,3,0,0
1279,3050,2601.07,3,5,2,2,1,1,5
2184,44,1361.64,2,1,5,6,0,0,0
4438,1235,2030.78,5,0,2,3,3,0,0
4294,2522,2927.16,2,5,3,3,6,0,1
1229,3460,2652.52,6,2,0,0,0,0,1
3127,3506,8426.48,7,4,1,6,6,0,0
1174,1774,8376.68,7,7,1,5,6,0,0
3779,1685,9201.31,5,2,3,4,0,0,0
4297,2057,9316.69,6,5,3,6,2,1,4
3445,45,1530.19,7,0,7,6,3,0,0
2956,1832,7315.03,1,7,3,6,2,1,6
2017,1646,2647.52,2,4,3,6,6,0,1
4286,1455,9462.87,6,5,6,0,2,1,7
4828,3706,4554.62,7,7,5,2,0,0,1
543,4552,9115.27,1,6,6,5,5,0,0
973,3427,6659.99,5,0,3,1,1,1,6
4592,77,2904.26,2,0,7,7,6,0,1
2471,1644,7947.11,1,1,2,1,2,1,2
2506,1693,2694.06,4,6,0,3,5,0,1
1326,4040,1461.31,2,3,5,7,4,1,5
1895,4915,5730.43,6,5,6,3,5,0,1
3137,2085,1746.27,2,6,4,0,2,1,4
831,328,7242.63,7,6,7,4,3,0,1
3121,1049,2183.96,0,6,5,2,6,0,1
4183,2653,7196.85,3,7,4,3,0,0,0
314,1441,6986.96,4,4,0,3,6,0,0
663,4163,8077.5,0,5,3,7,7,0,1
3258,4821,6436.31,1,3,7,3,3,0,1
2516,672,9362.55,2,2,5,4,7,0,1
3103,2445,5062.78,0,0,2,3,5,0,0
4825,945,3154.42,2,1,4,6,5,0,0
