Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
335,2667,8082.91,5,5,4,0,3,0,0
3535,2749,2960.76,4,0,1,6,2,1,3
3906,3147,9274.76,6,4,0,2,6,0,0
2982,1051,4109.25,2,0,5,4,1,1,4
4313,3813,1465.47,2,7,2,7,5,0,0
3024,4146,5953.35,6,1,1,6,3,0,1
827,4452,4234.01,0,4,5,2,7,0,1
3396,3794,1926.08,3,3,2,3,5,0,0
3838,4729,137.61,0,7,7,2,2,1,5
541,2881,5664.29,1,0,1,2,3,0,0
2078,1373,2920.16,6,1,1,7,3,0,0
584,3850,3339.98,6,0,5,6,1,1,3
2804,3847,7546.0,5,6,6,7,4,1,6
598,2919,4516.89,2,2,5,4,5,0,1
2221,4433,9385.57,2,6,2,5,1,1,7
2336,4000,8168.06,6,4,2,2,3,0,1
1807,691,2632.65,7,1,4,6,5,0,0
1549,4826,2462.39,5,1,3,4,5,0,0
4270,2097,7081.57,6,6,7,5,3,0,0
229,3417,7368.21,1,3,2,3,1,1,3
1779,1255,5997.76,5,4,1,1,3,0,0
337,510,7930.11,5,4,7,5,7,0,1
1203,4640,1939.3,7,4,0,4,7,0,1
1485,2958,8014.13,7,4,7,2,6,0,1
4558,4923,7451.66,2,6,6,5,2,1,7
3929,967,5060.15,2,5,3,1,6,0,1
2029,3199,1959.49,1,4,2,1,6,0,0
2812,3603,1748.76,1,1,5,6,4,1,4
3963,2021,2477.22,6,2,4,1,6,0,1
2808,511,500.4,6,7,3,0,2,1,2
2732,469,9562.44,0,7,7,3,6,0,1
3485,2846,8504.59,1,1,6,1,0,0,0
4095,3963,6987.82,6,3,7,6,3,0,1
549,29,2625.89,6,1,3,5,6,0,1
3693,4187,74.95,2,2,3,7,2,1,7
1918,3889,2579.56,0,6,6,6,0,0,1
1861,4939,2699.87,5,7,6,5,6,0,0
4908,3949,1835.06,4,6,3,1,7,0,1
2126,2343,9223.27,6,3,4,5,4,1,3
2203,4466,1509.84,4,5,1,0,2,1,3
832,1910,3052.83,5,3,5,3,7,0,0
447,4914,7068.6,7,3,3,0,0,0,1
802,2045,5306.45,1,3,2,0,1,1,5
4603,3619,985.0,1,6,0,7,5,0,1
1391,4020,2552.62,6,3,5,3,5,0,1
957,2825,3013.51,5,6,2,7,3,0,1
1093,1605,6927.2,2,3,0,4,5,0,1
1852,2622,2259.71,6,1,3,0,2,1,4
3001,782,4864.12,3,4,1,2,2,1,7
712,4382,4255.47,1,2,1,1,3,0,0
3831,4668,7674.17,4,2,2,0,7,0,0
865,1996,1908.48,4,5,3,4,1,1,3
85,656,1564.1,1,3,5,1,3,0,0
2028,4345,138.06,1,3,7,3,0,0,0
4408,4694,5196.79,4,5,0,3,1,1,3
1369,1398,6351.86,2,3,6,7,3,0,0
582,2309,9177.31,3,2,7,3,7,0,0
3581,263,6195.65,2,1,2,6,7,0,1
3975,1154,9518.57,3,7,3,6,4,1,6
2275,777,139.64,1,2,1,7,1,1,6
1860,4287,3036.65,2,5,5,6,5,0,1
35,917,3650.72,4,7,7,2,2,1,3
3132,2997,9542.63,7,6,6,5,0,0,1
1996,4471,8740.5,4,6,2,2,2,1,3
1712,4015,489.77,1,2,3,2,2,1,6
4518,1379,9374.25,6,6,7,2,4,1,2
2398,1921,3510.72,2,1,0,6,2,1,3
2611,4857,1820.3,1,6,1,7,4,1,4
4533,834,6337.18,5,5,3,1,3,0,1
2702,1400,9753.26,1,2,2,4,4,1,7
3781,3770,3417.81,5,2,3,2,5,0,1
2966,4498,5483.53,2,0,2,3,0,0,0
4602,772,7172.98,4,1,7,0,2,1,6
988,4542,3067.09,2,0,2,0,7,0,1
13,4801,4625.36,5,5,0,6,6,0,0
862,2541,1742.89,7,4,3,7,5,0,1
1896,3937,4671.79,0,2,2,3,0,0,0
4462,458,9555.07,2,0,5,6,0,0,0
3633,4265,6528.47,0,2,6,3,4,1,5
2541,934,2772.94,6,0,1,5,0,0,1
3570,75,1215.53,5,0,0,4,2,1,5
4780,1302,4644.69,2,2,6,6,1,1,7
166,1858,5035.47,3,3,2,7,4,1,7
2848,3720,5402.35,3,2,4,4,3,0,1
4695,2884,5245.66,5,1,7,1,4,1,2
3933,4430,572.14,2,6,1,6,4,1,6
4379,3942,9437.06,7,3,5,3,3,0,1
4273,3915,8089.32,1,3,0,4,0,0,0
1160,3893,898.46,1,6,4,7,4,1,4
434,4795,5611.24,6,3,0,7,4,1,6
4851,2664,5431.11,1,4,7,5,1,1,3
3795,863,9728.4,5,3,5,7,1,1,2
2828,3110,8771.7,5,7,6,7,7,0,0
1598,3626,1512.14,7,5,1,6,1,1,4
1328,4603,5004.8,1,7,7,6,3,0,1
4068,2913,1702.97,1,2,1,1,2,1,6
651,3332,3871.04,2,2,4,4,7,0,1
1185,3305,8254.9,0,2,0,0,3,0,1
1658,224,9784.35,2,7,4,6,1,1,2
3125,4313,5238.49,7,4,7,6,7,0,0
365,2053,3426.87,2,4,4,5,6,0,0
3411,3947,3818.1,7,3,6,3,0,0,1
3177,2297,901.97,4,4,2,1,0,0,0
228,666,7525.17,1,2,1,2,7,0,1
3993,1926,418.33,2,2,3,2,7,0,1
4891,3163,3694.32,7,6,2,7,6,0,0
776,1431,858.35,6,1,1,4,5,0,1
3556,3573,9957.85,6,3,3,5,2,1,3
3291,2049,6863.54,3,7,7,2,1,1,6
4060,4899,7876.69,6,5,7,1,4,1,5
2051,3279,9572.78,6,4,3,7,4,1,6
3019,4614,6113.08,4,4,0,2,0,0,1
2710,1486,5526.43,1,0,6,1,3,0,1
724,4775,9227.55,2,4,5,4,5,0,0
2584,86,3532.64,6,1,5,1,3,0,0
2391,4279,5037.99,1,2,3,2,0,0,1
3660,2444,5155.7,4,6,6,3,2,1,5
1171,4779,349.83,4,3,7,6,2,1,5
2303,3828,9654.79,3,7,2,1,3,0,0
1361,2621,6504.92,6,6,7,5,4,1,7
3465,222,8391.75,7,6,3,2,4,1,2
339,4683,1515.08,0,6,5,5,2,1,7
255,1165,9202.72,1,1,3,7,1,1,4
2266,406,6038.96,0,3,0,2,5,0,1
1786,1731,5129.26,2,7,4,1,2,1,7
4200,1938,6573.55,2,2,7,1,0,0,0
4561,2565,2950.95,7,7,3,0,2,1,6
473,759,8175.45,5,6,1,4,3,0,1
2211,2286,1418.95,5,3,2,7,0,0,1
4004,2964,9515.78,6,6,0,4,3,0,0
4256,296,919.63,3,4,5,7,2,1,5
1792,2715,4479.64,0,0,0,3,1,1,2
3369,2326,1595.44,2,7,2,7,3,0,0
3644,4903,7260.05,1,2,4,5,0,0,0
1835,2002,1585.86,2,3,1,7,3,0,0
1418,762,6623.47,6,4,1,7,6,0,0
3045,81,3197.25,2,1,0,4,4,1,7
3143,4145,4396.04,3,6,1,5,1,1,6
1112,1229,6698.01,7,2,6,3,5,0,0
3312,2963,5423.55,7,6,4,4,4,1,4
3707,3230,4266.1,1,4,3,6,5,0,0
2374,1372,6694.52,4,3,2,2,0,0,1
3311,2924,2228.22,6,0,7,3,1,1,6
2005,4111,3392.59,0,4,3,5,3,0,1
1836,1009,3991.65,4,6,1,7,6,0,0
907,1001,7552.13,7,7,5,3,7,0,0
2547,4673,9790.5,4,3,1,5,0,0,1
4969,3839,5869.72,0,2,5,2,4,1,5
2656,3160,4910.93,2,0,3,0,3,0,1
1965,1656,1469.24,3,5,1,4,2,1,7
409,4230,2414.04,0,7,6,1,7,0,0
2049,3799,3535.7,0,6,1,4,6,0,1
2099,100,817.28,7,3,2,6,6,0,1
4061,2681,8158.78,0,7,0,6,5,0,0
1597,3802,3109.27,7,7,5,7,2,1,2
4231,3715,5250.2,7,5,4,6,2,1,7
2778,4520,7635.76,3,5,5,0,7,0,1
3853,4212,6362.61,6,1,5,3,2,1,5
411,478,6235.5,0,7,4,0,3,0,1
1388,2270,6073.93,1,2,2,7,7,0,1
565,313,2693.45,2,4,4,6,0,0,1
2843,1629,1166.92,1,4,6,3,3,0,0
3902,4851,9870.22,3,4,1,1,2,1,6
2664,4072,1528.15,2,0,4,5,5,0,0
4556,339,7899.41,1,3,6,0,3,0,1
373,4827,9297.36,6,3,3,0,6,0,0
1977,3747,3113.86,1,1,5,5,6,0,0
2607,4266,4480.53,0,2,1,2,1,1,4
2922,3475,6449.34,2,2,5,4,5,0,0
767,2867,4696.57,3,4,7,5,5,0,0
2878,23,824.3,6,1,4,5,0,0,0
4819,2594,4112.29,1,2,7,5,5,0,1
2077,2580,533.02,3,1,5,4,2,1,6
3538,3740,5240.42,2,1,4,2,7,0,0
1239,4604,9882.48,6,4,6,4,5,0,1
1060,4701,2699.41,4,4,6,0,0,0,0
4016,3150,4067.18,7,5,5,7,1,1,2
2723,1347,9218.24,4,6,2,7,6,0,0
3272,818,3006.43,5,6,1,6,5,0,0
3021,4449,323.48,7,4,1,4,6,0,0
2198,3090,1612.57,5,6,4,7,6,0,0
3905,990,3961.87,7,2,2,0,0,0,1
823,535,6251.55,3,5,4,1,5,0,0
4622,2052,5721.47,4,6,7,1,0,0,0
535,4897,8585.93,3,6,7,6,4,1,5
1535,442,136.07,2,0,7,2,2,1,4
202,2533,1886.89,7,0,1,7,6,0,0
4842,2214,1779.68,1,6,2,7,6,0,0
2109,4971,9168.51,6,2,3,7,5,0,1
2800,750,521.29,6,3,4,3,0,0,0
3869,115,9844.76,1,3,6,7,3,0,1
3314,4509,9810.21,4,5,0,1,1,1,5
2944,1314,8644.74,7,4,4,1,3,0,1
1298,3651,3344.53,7,2,6,0,4,1,5
4128,3330,1075.76,3,2,5,6,4,1,5
247,4434,9464.35,7,5,2,3,2,1,3
4822,2961,368.93,5,7,5,5,3,0,1
2227,4538,8108.09,7,6,5,1,3,0,0
4861,4742,5370.4,7,0,1,1,7,0,0
4632,4009,9254.17,4,0,0,7,4,1,3
1005,606,3109.68,4,1,7,0,5,0,0
2302,3791,3316.21,5,5,2,6,3,0,0
377,384,5242.31,0,2,3,6,2,1,5
2706,4091,3316.48,6,0,7,7,2,1,3
3278,765,6518.42,1,0,2,3,7,0,0
223,4936,5069.56,3,1,6,3,6,0,0
4446,844,7288.72,7,6,7,0,2,1,4
3328,2610,2550.95,1,2,2,2,5,0,0
45,3248,3717.82,7,0,3,2,0,0,1
2896,4366,6754.74,2,0,3,7,5,0,0
4120,1969,6389.34,5,6,0,4,2,1,4
3762,107,292.03,2,2,1,1,6,0,0
1842,4253,8816.36,6,1,5,1,2,1,2
2247,322,7997.58,3,1,5,1,2,1,7
2816,2855,2657.47,1,7,1,2,2,1,3
1465,4475,803.9,0,7,0,3,1,1,4
2045,3772,2000.27,4,3,1,4,3,0,1
4040,554,9067.49,7,4,1,1,0,0,1
2096,4029,6934.3,4,1,4,2,0,0,0
108,2404,6299.4,7,1,1,0,3,0,1
3166,1892,3873.96,6,3,3,4,7,0,1
1424,79,7393.64,0,6,6,3,3,0,0
3575,4105,3031.17,2,3,1,5,1,1,7
926,356,9577.87,3,0,7,3,3,0,0
59,4026,975.68,5,5,7,2,3,0,0
2762,1148,9663.67,1,5,7,7,7,0,1
4237,1384,8105.22,2,2,5,2,3,0,0
4419,4523,114.58,2,1,4,5,5,0,1
4594,2421,8159.8,1,1,0,2,0,0,1
3558,427,6286.61,7,7,2,1,6,0,1
2402,4990,952.92,5,2,1,2,5,0,0
3190,2703,9427.04,6,2,4,0,0,0,1
2579,319,6573.44,6,1,4,4,5,0,0
1220,684,1291.54,0,4,7,2,0,0,0
4540,4880,8858.35,3,4,1,6,3,0,1
511,4578,5362.24,2,4,3,3,0,0,0
3444,3870,5124.24,4,3,6,7,5,0,1
112,1904,9268.9,6,7,1,2,6,0,1
2688,1027,7687.32,3,0,4,0,7,0,0
4374,3186,2333.92,6,0,1,7,7,0,1
3636,4050,6016.49,1,7,5,7,3,0,1
1218,2638,6010.77,0,2,3,3,6,0,0
1309,1808,2956.67,4,6,7,3,0,0,1
2765,2478,6049.96,7,5,6,6,0,0,1
4787,1541,5741.58,3,7,7,1,4,1,5
894,4676,2336.65,1,0,4,0,1,1,7
933,1405,7766.89,1,2,4,5,4,1,4
4118,3885,9851.41,7,4,4,6,4,1,2
781,1888,6006.19,4,6,1,3,2,1,7
1109,3670,6361.03,6,1,5,6,2,1,5
1319,2736,2493.66,1,2,5,5,0,0,0
2756,10,8851.76,1,3,5,2,1,1,2
4644,3419,8848.72,4,5,2,4,3,0,1
635,3482,1680.67,5,5,5,4,3,0,0
1395,899,3736.12,1,2,6,5,1,1,2
2461,2372,2960.11,4,1,6,1,5,0,1
4862,3100,1316.68,7,7,5,0,2,1,2
1364,3447,4330.48,1,6,3,2,7,0,0
2686,335,9538.16,7,0,7,5,5,0,1
1477,1193,7629.94,7,5,5,5,7,0,0
3805,1224,6518.08,2,5,2,2,1,1,3
3162,2895,4716.41,4,3,2,3,5,0,1
4341,2647,6162.59,1,2,0,4,3,0,1
1821,911,900.81,5,7,6,1,4,1,2
3635,53,2342.6,2,5,6,1,7,0,0
1443,2037,185.3,4,3,6,1,2,1,2
3037,1984,3502.52,3,3,4,7,7,0,0
4792,453,515.05,3,1,2,0,5,0,1
4729,2590,627.23,1,5,2,3,5,0,1
2551,1768,8583.2,6,0,3,7,2,1,4
3034,4468,7514.93,6,4,0,6,2,1,6
3839,3433,3361.79,3,6,7,5,2,1,3
2075,2586,617.55,6,5,4,7,7,0,0
1504,3317,7678.28,7,1,1,3,7,0,0
4783,2226,7500.74,2,7,4,5,5,0,0
2772,1598,5624.53,2,2,2,6,1,1,5
2605,338,2518.0,5,1,1,6,2,1,5
419,4456,3758.2,0,6,7,3,2,1,4
786,4063,6232.53,7,0,7,4,0,0,0
2233,4937,1644.02,1,7,3,4,6,0,0
2942,2367,5577.2,6,3,5,4,1,1,2
2729,3037,2207.77,4,4,5,5,7,0,0
4549,4814,1652.35,1,0,7,0,0,0,1
3268,2687,190.49,7,4,4,4,0,0,0
1044,2071,6443.24,3,4,4,4,2,1,2
4254,4386,9931.78,1,6,6,3,6,0,0
520,2308,9392.57,6,6,1,5,6,0,0
3043,1522,1921.34,3,5,6,5,1,1,5
280,4750,973.86,5,2,1,0,6,0,0
1296,866,7012.28,2,0,2,4,7,0,0
3326,4678,7757.02,3,1,3,6,3,0,1
675,3034,6051.21,3,2,2,0,2,1,7
1045,2943,359.97,4,6,4,0,1,1,7
4436,4131,6491.44,5,1,5,6,7,0,0
4707,4031,5854.09,5,7,7,3,5,0,0
2805,3630,419.64,7,4,3,7,6,0,1
4074,3041,1275.75,5,7,1,1,0,0,1
1159,2481,1680.3,0,4,6,1,6,0,1
762,376,4329.06,5,3,6,5,6,0,0
4650,4359,8851.99,2,5,4,7,7,0,0
73,4803,4293.33,4,6,7,4,5,0,0
2703,4789,2502.02,7,5,4,5,0,0,0
3953,1674,1355.24,6,5,0,3,3,0,1
14,66,4928.75,0,5,1,5,3,0,0
3659,1987,9860.86,2,2,4,4,0,0,1
2175,2111,8218.89,3,2,3,0,0,0,1
4567,4464,6479.07,4,0,0,2,4,1,4
3599,4123,9570.73,5,4,6,3,4,1,7
2753,3858,6744.94,6,0,1,3,7,0,1
4921,1153,9868.75,0,0,1,5,0,0,0
3417,208,3605.39,0,0,5,3,7,0,1
1591,3038,6104.69,5,5,4,4,6,0,1
2655,363,71.34,3,3,1,6,6,0,1
3899,921,125.09,3,3,3,4,0,0,0
4832,2805,7728.96,2,1,6,0,7,0,0
2721,3283,5548.07,1,6,5,0,5,0,0
4437,4016,9880.2,1,1,0,0,4,1,2
343,3974,6876.89,5,7,3,0,5,0,1
601,4531,7061.81,6,1,1,6,3,0,1
3508,640,2956.08,7,4,6,0,3,0,0
1839,1978,8407.6,3,1,3,2,5,0,0
4747,963,2253.46,2,4,6,2,0,0,0
61,2912,6827.94,5,2,0,3,6,0,0
4609,333,8582.2,4,1,3,3,6,0,1
2810,1386,8801.77,0,6,0,6,3,0,1
1567,1778,7737.92,5,0,5,2,7,0,1
3472,3422,6903.3,7,4,5,2,6,0,1
2169,349,6707.06,2,0,7,4,7,0,0
3917,1857,5902.52,4,7,2,4,7,0,1
1994,2552,7089.76,6,4,0,3,7,0,1
2345,4641,8897.01,7,0,4,2,1,1,7
4202,4170,3943.27,3,0,2,5,5,0,0
2238,1350,2693.49,1,5,3,2,2,1,4
3741,4634,2618.66,7,5,2,0,7,0,1
3260,2374,5291.45,5,2,4,6,3,0,1
2926,4768,1396.21,2,2,0,7,5,0,1
1249,4088,5242.27,3,5,2,5,6,0,1
3221,978,204.0,2,7,0,7,0,0,0
2454,3503,3666.75,6,0,2,5,5,0,1
2322,106,2424.38,0,0,2,4,5,0,1
1564,1654,4514.06,3,3,5,5,6,0,0
347,4731,2568.51,7,5,5,3,3,0,0
4285,2576,6336.94,0,0,7,4,5,0,1
1359,2077,9038.29,4,1,5,2,0,0,1
3821,1012,7781.12,3,6,4,2,7,0,1
4730,2844,2614.48,3,3,0,5,2,1,5
4023,541,372.6,0,5,1,4,4,1,4
2880,4444,8133.79,6,0,6,5,1,1,5
681,4210,5327.65,6,7,1,5,6,0,1
4977,3109,1384.13,7,0,5,6,0,0,0
224,3789,9888.15,7,2,6,0,2,1,3
566,1212,250.14,7,1,2,3,3,0,0
2057,1111,7997.13,6,3,2,1,5,0,1
4047,1887,1893.34,3,1,1,1,7,0,0
2754,4722,5674.21,2,7,6,4,7,0,0
3990,3014,9670.22,1,5,4,7,2,1,4
3300,1326,5584.34,7,1,1,0,1,1,6
4463,2063,9815.22,1,4,2,5,6,0,1
2183,4003,7957.5,1,5,1,6,0,0,1
898,3303,7216.45,2,3,2,3,1,1,2
3576,4554,56.44,1,2,7,7,6,0,1
1879,247,8498.25,4,5,2,0,6,0,0
2220,3276,3208.52,7,0,4,6,1,1,3
3101,4086,3184.3,2,6,3,3,6,0,1
4868,4758,973.64,6,1,1,3,2,1,7
1464,1668,1933.25,6,6,5,4,2,1,3
273,1269,7092.48,1,1,1,3,3,0,1
3511,3906,8619.23,7,3,7,6,6,0,1
784,3810,1055.15,1,0,2,0,5,0,1
4972,2039,5942.36,7,1,6,2,7,0,1
4226,1084,617.21,7,1,7,3,1,1,4
4743,2030,4486.83,5,6,1,4,1,1,3
1182,1718,483.33,7,5,5,5,7,0,1
4893,4336,1819.31,0,0,3,3,0,0,0
160,4977,1817.99,0,1,0,3,6,0,0
219,350,2439.19,0,4,2,4,2,1,6
4099,4002,5477.45,7,1,5,3,2,1,4
4195,2446,8721.2,1,3,4,1,0,0,0
507,211,7274.47,7,3,4,3,6,0,0
3122,1973,6393.17,2,0,4,5,5,0,0
4347,2300,8247.91,6,4,2,7,1,1,4
3427,2981,8538.01,3,5,2,2,3,0,0
888,4499,5014.61,5,2,1,6,2,1,2
4616,1593,1428.6,1,5,4,7,4,1,3
4841,3373,3613.09,5,5,4,1,1,1,2
2872,2626,3574.0,7,2,1,3,5,0,0
135,4115,8047.25,7,2,0,5,6,0,1
38,4725,2709.35,7,2,4,5,2,1,4
4296,933,8343.95,7,2,6,2,7,0,1
518,2251,1258.86,2,3,6,6,6,0,0
4312,2513,9375.03,5,6,5,0,7,0,0
128,4407,4512.26,7,1,1,2,4,1,5
1438,851,8260.3,4,0,4,2,3,0,1
3398,2532,9202.63,3,2,6,1,6,0,0
4411,708,836.56,3,2,3,2,7,0,0
3650,543,4454.93,5,6,3,3,3,0,0
577,4397,7317.56,7,1,5,3,5,0,1
3525,4474,1536.34,1,6,1,5,4,1,2
275,2206,5618.6,5,3,3,2,4,1,6
4852,4448,8301.87,6,7,6,2,6,0,1
1082,3195,9884.28,7,2,2,3,2,1,2
4663,4655,8524.76,3,5,7,4,4,1,6
3946,444,410.71,5,6,1,7,1,1,7
938,4864,1177.9,6,0,0,4,1,1,7
1225,3562,6661.07,7,1,3,1,5,0,0
2231,734,7889.61,2,6,7,7,6,0,0
3158,538,3807.37,1,1,4,4,6,0,0
1646,2770,504.29,0,2,7,4,4,1,2
4443,3672,7098.19,7,4,0,6,3,0,0
3347,4107,4443.45,7,4,7,7,6,0,0
4495,400,3990.53,1,0,2,4,3,0,1
2468,518,4260.66,7,4,3,1,6,0,0
345,3462,6701.65,7,7,7,3,4,1,3
2091,4804,7975.76,3,6,5,0,2,1,5
951,1304,2081.05,7,5,5,6,6,0,1
4829,3278,1235.83,6,7,5,0,2,1,7
2329,4081,4517.22,4,2,3,7,4,1,5
1152,2678,6764.29,6,5,5,4,2,1,3
4011,2624,6938.33,2,5,6,2,3,0,1
1147,3724,9455.89,1,0,4,7,3,0,1
4449,4425,131.04,6,6,1,0,0,0,0
2699,3423,835.72,3,7,2,2,7,0,1
413,2607,9245.7,2,3,3,6,4,1,3
4643,755,5905.46,6,5,3,0,2,1,4
959,1913,3638.88,1,6,6,2,0,0,1
3789,3716,9050.75,3,0,6,1,2,1,2
2255,3341,2530.53,0,3,6,6,4,1,3
80,3545,4220.89,6,5,1,3,1,1,5
2998,2040,5609.28,1,6,2,6,5,0,1
1081,2753,8383.54,5,6,6,2,0,0,1
3699,3035,7416.99,5,2,6,0,3,0,1
585,2866,1203.62,6,5,3,4,2,1,7
4965,4473,7114.12,0,4,6,5,0,0,0
2616,4786,8134.4,0,7,6,0,0,0,0
715,4113,864.56,6,1,5,2,4,1,5
1095,3059,7123.23,5,4,5,1,2,1,3
4716,2738,9560.52,4,6,7,3,5,0,0
2823,3972,8682.79,3,1,1,0,3,0,1
2629,2289,808.63,7,7,4,2,3,0,1
1140,91,6477.95,5,7,5,0,0,0,0
3451,701,7069.87,7,1,7,2,3,0,0
2859,886,905.17,6,0,2,4,7,0,1
2606,4502,7728.59,6,1,6,0,0,0,1
3663,873,1810.13,7,7,2,6,2,1,4
620,748,5848.64,3,0,6,4,2,1,4
576,2154,4612.4,1,2,7,4,6,0,0
3584,1726,5874.17,3,4,5,0,0,0,0
261,1253,1930.7,0,3,7,0,0,0,1
1467,829,6926.49,2,5,6,1,4,1,2
3422,3840,1057.21,2,6,0,0,5,0,1
3303,4043,8584.77,6,3,4,3,2,1,2
4607,2222,5621.02,7,7,4,3,0,0,1
2035,1549,6515.01,6,3,7,3,1,1,3
4688,4335,2882.84,1,3,1,0,7,0,1
702,18,2358.62,0,7,5,7,5,0,0
2162,492,6247.69,6,4,2,1,4,1,2
1120,2524,6494.46,1,3,0,6,4,1,3
4292,1531,6447.35,2,7,0,4,0,0,0
2179,1261,9116.92,3,0,5,5,7,0,1
1906,2391,5306.2,0,5,2,7,0,0,0
2748,2813,1372.54,2,0,1,2,0,0,1
994,698,3008.82,6,7,4,0,0,0,0
1379,4355,7684.06,0,6,7,6,4,1,5
1765,2082,910.24,5,6,3,0,1,1,6
2760,1834,1421.74,0,0,6,5,3,0,0
1255,2936,5062.99,4,1,0,6,0,0,0
4736,2298,5781.18,5,2,0,7,2,1,7
3875,2243,5069.05,2,7,7,7,3,0,0
813,2854,1015.44,4,3,2,6,7,0,0
2359,4836,7362.39,4,1,2,2,1,1,7
1650,814,755.49,1,6,0,0,2,1,5
4196,2142,3117.09,2,2,6,4,0,0,1
836,4485,9648.95,0,1,5,2,3,0,0
4501,1618,5531.99,4,6,5,7,2,1,5
3961,1393,5648.03,6,1,5,3,3,0,0
1177,3354,1999.03,1,5,1,4,0,0,1
3766,476,9032.14,6,3,6,5,2,1,4
3643,430,4573.79,2,5,3,4,0,0,1
2946,2225,4004.67,0,0,0,2,0,0,1
2668,976,3034.22,7,2,2,6,2,1,5
7,2303,3768.06,7,1,3,6,0,0,0
2794,4663,7030.42,7,4,5,0,6,0,1
2264,3652,321.31,0,3,4,7,0,0,0
2809,1919,2648.03,1,4,6,1,7,0,0
1358,4815,7048.74,1,1,6,2,1,1,2
2561,4439,3253.96,4,7,1,5,1,1,3
4901,2061,2099.85,3,3,5,3,2,1,4
124,1484,207.79,7,5,7,2,2,1,5
1522,2628,8179.6,6,2,1,1,3,0,1
1270,3936,4648.68,5,2,4,5,1,1,7
625,2102,6250.11,4,5,1,0,4,1,6
3803,3495,1338.71,1,1,5,0,0,0,1
1367,3172,297.11,1,2,4,2,0,0,1
496,2899,2775.3,3,6,4,4,0,0,1
3434,445,2961.75,4,4,1,7,5,0,0
3756,1619,2594.17,3,6,2,7,7,0,0
912,1022,4918.44,7,0,6,4,7,0,1
1972,3251,4571.5,5,4,4,3,6,0,0
4927,2442,5121.52,4,2,7,1,1,1,6
1336,1333,1506.6,4,6,0,5,1,1,7
2229,3987,2088.26,5,1,2,2,5,0,1
574,1143,2638.98,1,1,6,1,0,0,1
2955,1427,4376.42,4,5,1,7,4,1,6
1632,1961,428.21,2,7,3,1,6,0,1
3596,4657,2859.11,7,4,4,5,1,1,2
821,1859,2884.66,6,0,3,5,7,0,1
4528,2645,9262.48,6,7,5,3,2,1,2
3782,3261,5729.81,1,6,0,3,5,0,0
1346,4331,428.44,0,0,4,0,7,0,1
2777,1317,5616.93,5,2,3,7,2,1,3
2666,840,6537.79,2,5,3,2,4,1,5
4156,2201,3216.55,4,7,1,0,3,0,0
4863,3660,3209.31,3,3,6,7,4,1,6
3490,1310,7372.82,0,3,7,5,0,0,0
3065,1810,6864.93,3,7,2,3,2,1,6
4239,1927,5293.65,5,7,7,5,2,1,6
3329,2898,5551.51,0,5,7,5,0,0,1
3567,4968,4383.88,3,1,1,3,5,0,1
1945,2858,312.86,1,0,1,3,0,0,0
4855,2227,7919.26,6,4,7,7,2,1,3
1335,560,1909.88,0,2,3,4,7,0,0
4807,4653,2274.21,4,7,3,5,3,0,0
1644,1727,2684.43,2,1,5,5,1,1,6
2715,3729,7735.46,0,2,2,3,2,1,2
4304,1964,2642.58,3,6,4,4,5,0,0
2276,2701,3238.18,4,4,4,5,2,1,4
4687,2947,7664.65,0,7,2,1,7,0,0
4168,1376,2456.44,7,1,2,1,3,0,0
3309,1292,4668.46,7,7,6,4,1,1,3
2889,1487,7895.87,6,5,0,2,7,0,1
2343,2157,6554.54,2,1,6,7,6,0,0
3050,4548,3065.26,5,3,7,4,0,0,1
3075,1254,9349.27,1,4,6,2,3,0,0
